Launch_Tag	Launch_Date	Piece	Type	Name	PLName	JCAT	SatOwner	SatState	LV_Type	Flight_ID	Platform	Launch_Site	Launch_Pad	Ascent_Site	Ascent_Pad	Agency	LVState	Launch_Code	LTCite
2002-040 	2002 Aug 28 2245:00	2002-040A	P           	Atlantic Bird 1	Atlantic Bird 1	S27508	EUTSA	F	Ariane 5G	V155 (513)	-	CSG	ELA3	-	-	AE	F	OS	Wire
2002-040 	2002 Aug 28 2245:00	2002-040B	P           	Meteosat 8	MSG 1	S27509	EUMET	I-EUM	Ariane 5G	V155 (513)	-	CSG	ELA3	-	-	AE	F	OS	Wire
2002-041 	2002 Sep  6 0644	2002-041A	P      O    	INTELSAT 906	INTELSAT 906	S27513	INTELD	US	Ariane 44L	V154 L4114	-	CSG	ELA2	-	-	AE	F	OS	Wire
2002-042 	2002 Sep 10 0820	2002-042A	P           	USERS	USERS SEM	S27515	USEF/NASDA	J	H-IIA 2024	H-IIA-3F	-	TNSC	Y	-	-	NASDA	J	OS	Wire
2002-042 	2002 Sep 10 0820	2002-042B	P           	Kodama	DRTS	S27516	NASDA	J	H-IIA 2024	H-IIA-3F	-	TNSC	Y	-	-	NASDA	J	OS	Wire
2002-042 	2002 Sep 10 0820	2002-042H	P           	USERS REM	USERS REM	S27815	USEF/NASDA	J	H-IIA 2024	H-IIA-3F	-	TNSC	Y	-	-	NASDA	J	OS	Wire
2002-043 	2002 Sep 12 1023:40	2002-043A	P           	KALPANA-1	METSAT-1	S27525	ISRO	IN	PSLV	PSLV-C4	-	SHAR	FLP	-	-	ISRO	IN	OS	CurrSci83-1081
2002-F01  	2002 Sep 15 1030	2002-F01	P   F       	Hangtian Tsinghua 1-01	KT-1PS	F01281	CASC/HTSTL	CN	KT-1	001201Y	-	TYSC	-	-	-	PLA2AC	CN	OF	pc
2002-044 	2002 Sep 18 2204:01	2002-044A	P           	Hispasat 1D	Hispasat 1D	S27528	HISP	E	Atlas IIAS	AC-159	-	CC	SLC36A	-	-	ILSL	US	OS	Wire
2002-045 	2002 Sep 25 1658:24	2002-045A	PP H-V      	Progress M1-9	Progress M1 No. 258	S27531	RKKE	RU	Soyuz-FG	E 15000-003	-	GIK-5	LC1	-	-	RAKA	RU	OS	www.energia.ru
2002-046 	2002 Sep 26 1427:14	2002-046A	P           	Nadezhda-M	Nadezhda-M No. 411	S27534	VMFR/KVR	RU	Kosmos 11K65M	65021-706	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0211-40
2002-047 	2002 Oct  7 1945:51	2002-047A	PH H-V      	Atlantis (STS-112)	OV-104	S27537	JSC	US	Space Shuttle	STS-112	-	KSC	LC39B	-	-	JSC/MSFC	US	OS	Wire
2002-047 	2002 Oct  7 1945:51	2002-047	PXTH-C-     	ISS S1 ITS	ISS S1 ITS	A06728	JSC	US	Space Shuttle	STS-112	-	KSC	LC39B	-	-	JSC/MSFC	US	OS	Wire
2002-F02  	2002 Oct 15 1820:00	2002-F02	P   F       	Foton-M No. 1	Foton No. 13L	F01283	TSSKBP	RU	Soyuz-U-PVB	A 15000-066	-	GIK-1	LC43/3	-	-	RAKA	RU	OF	NK0212-34
2002-048 	2002 Oct 17 0441:00	2002-048A	P   D       	Integral	Integral	S27540	ESA	I-ESA	Proton-K/17S40	409-01	-	GIK-5	LC200/39	-	-	KHRU	RU	OS	NK0212-40
2002-049 	2002 Oct 27 0317	2002-049A	P           	Zi Yuan 2-02	Jianbing-3 02 xing	S27550	ZZB	CN	Chang Zheng 4B	Y6	-	TYSC	LC7	-	-	SAST	CN	OS	Wire
2002-050 	2002 Oct 30 0311:11	2002-050A	PH H-V      	Soyuz TMA-1	Soyuz 11F732 No. 211	S27552	RKKE	RU	Soyuz-FG	E 15000-004	-	GIK-5	LC1	-	-	RAKA	RU	OS	NK0301-07
2002-051 	2002 Nov 20 2239:00	2002-051A	P           	Eutelsat W5	Eutelsat W5	S27554	EUTSA	F	Delta 4M+(4,2)	D4-1/D293	-	CC	SLC37B	-	-	BLS	US	OS	Wire
2002-052 	2002 Nov 24 0049:47	2002-052A	PH H-V      	Endeavour (STS-113)	OV-105	S27556	JSC	US	Space Shuttle	STS-113	-	KSC	LC39A	-	-	JSC/MSFC	US	OS	Wire
2002-052 	2002 Nov 24 0049:47	2002-052B	P ---S-     	MEPSI 1A	MEPSI	S27562	AFSMC	US	Space Shuttle	STS-113	-	KSC	LC39A	-	-	JSC/MSFC	US	OS	Wire
2002-052 	2002 Nov 24 0049:47	2002-052	PXTH-C-     	ISS P1 ITS	ISS P1 ITS	A06756	JSC	US	Space Shuttle	STS-113	-	KSC	LC39A	-	-	JSC/MSFC	US	OS	Wire
2002-052 	2002 Nov 24 0049:47	2002-052B	PXA--S-     	MEPSI 1B	MEPSI	A08282	AERO/AFRL	US	Space Shuttle	STS-113	-	KSC	LC39A	-	-	JSC/MSFC	US	OS	Wire
2002-053 	2002 Nov 25 2304:23	2002-053A	P      F    	Astra 1K	Astra 1K	S27557	SESGL	L	Proton-K/DM-2M	408-02	-	GIK-5	LC81/23	-	-	ILSK	RU	OF40	NK0301-50
2002-054 	2002 Nov 28 0607:07	2002-054A	P           	AlSat-1	DMC Alsat-1	S27559	ASAL	DZ	Kosmos 11K65M	53779-802	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0301-54
2002-054 	2002 Nov 28 0607:07	2002-054B	P           	Mozhaets-3	Mozhaets-3 No. 794-2577-204	S27560	MOZHA	RU	Kosmos 11K65M	53779-802	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0301-54
2002-054 	2002 Nov 28 0607:07	2002-054C	PXA---U     	Rubin-3-DSI	Rubin-3-DSI	A06778	OHB/POL	D	Kosmos 11K65M	53779-802	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0301-54
2002-055 	2002 Dec  5 0242:01	2002-055A	P           	TDRS 10	TDRS J	S27566	GSFC	US	Atlas IIA	AC-144	-	CC	SLC36A	-	-	ILSL	US	OS	Wire
2002-F03  	2002 Dec 11 2222	2002-F03	P   F       	Hot Bird 7	Hot Bird 7	F01287	EUTSA	F	Ariane 5ECA	V157 (517)	-	CSG	ELA3	-	-	AE	F	OF	Wire
2002-F03  	2002 Dec 11 2222	2002-F03	P   F       	Stentor	Stentor	F01288	CNES	F	Ariane 5ECA	V157 (517)	-	CSG	ELA3	-	-	AE	F	OF	Wire
2002-056 	2002 Dec 14 0131	2002-056A	P           	Midori-2	ADEOS-2	S27597	NASDA	J	H-IIA 202	H-IIA-4F	-	TNSC	Y	-	-	NASDA	J	OS	Wire
2002-056 	2002 Dec 14 0131	2002-056B	P           	Fedsat	Fedsat	S27598	CRCSS	AU	H-IIA 202	H-IIA-4F	-	TNSC	Y	-	-	NASDA	J	OS	Wire
2002-056 	2002 Dec 14 0131	2002-056C	P           	WEOS	WEOS	S27599	CHIBA	J	H-IIA 202	H-IIA-4F	-	TNSC	Y	-	-	NASDA	J	OS	Wire
2002-056 	2002 Dec 14 0131	2002-056D	P           	Micro-LabSat	Mu-Lab-Sat	S27600	NASDA	J	H-IIA 202	H-IIA-4F	-	TNSC	Y	-	-	NASDA	J	OS	Wire
2002-057 	2002 Dec 17 2304	2002-057A	P      G    	NSS 6	NSS 6	S27603	NSS	NL	Ariane 44L	V156 L4115	-	CSG	ELA2	-	-	AE	F	OS	Wire
2002-058 	2002 Dec 20 1700:00	2002-058A	P           	AATiS-OSCAR-49	Rubin-2	S27605	OHB	D	Dnepr	510-3541-505	-	GIK-5	LC109/95	-	-	KTRAS/RVSNR	RU	OS	NK0302-34
2002-058 	2002 Dec 20 1700:00	2002-058B	P           	Latinsat-B	Latinsat-B	S27606	APRZ	US	Dnepr	510-3541-505	-	GIK-5	LC109/95	-	-	KTRAS/RVSNR	RU	OS	NK0302-34
2002-058 	2002 Dec 20 1700:00	2002-058C	P           	Saudi-OSCAR-50	Saudisat 1C	S27607	KACST	SA	Dnepr	510-3541-505	-	GIK-5	LC109/95	-	-	KTRAS/RVSNR	RU	OS	NK0302-34
2002-058 	2002 Dec 20 1700:00	2002-058D	P           	Unisat 2	Unisat 2	S27608	ROGAU	I	Dnepr	510-3541-505	-	GIK-5	LC109/95	-	-	KTRAS/RVSNR	RU	OS	NK0302-34
2002-058 	2002 Dec 20 1700:00	2002-058E	P  D        	Trailblazer Dummy	GVM Trailblazer-2001	S27609	TRORB	US	Dnepr	510-3541-505	-	GIK-5	LC109/95	-	-	KTRAS/RVSNR	RU	OS	NK0302-34
2002-058 	2002 Dec 20 1700:00	2002-058H	P           	Latinsat-A	Latinsat-A	S27612	APRZ	US	Dnepr	510-3541-505	-	GIK-5	LC109/95	-	-	KTRAS/RVSNR	RU	OS	NK0302-34
2002-059 	2002 Dec 24 1220:13	2002-059A	P           	Kosmos-2393	Oko 73D6 No. 6039	S27613	PVO	RU	Molniya 8K78M	77045  -685 042	-	GIK-1	LC16/2	-	-	KVR	RU	OS	NK0302-38
2002-060 	2002 Dec 25 0737:58	2002-060A	P           	Kosmos-2394	Uragan No. 91L	S27617	KVR/IACG	RU	Proton-K/DM-2M	409-02	-	GIK-5	LC81/23	-	-	KHRU	RU	OS	NK0301-40
2002-060 	2002 Dec 25 0737:58	2002-060B	P           	Kosmos-2395	Uragan No. 92L	S27618	KVR/IACG	RU	Proton-K/DM-2M	409-02	-	GIK-5	LC81/23	-	-	KHRU	RU	OS	NK0301-40
2002-060 	2002 Dec 25 0737:58	2002-060C	P           	Kosmos-2396	Uragan No. 93L	S27619	KVR/IACG	RU	Proton-K/DM-2M	409-02	-	GIK-5	LC81/23	-	-	KHRU	RU	OS	NK0301-40
2002-061 	2002 Dec 29 1640:04	2002-061A	PP-H        	Shenzhou 4	Shenzhou 4 Fanhui Cang	S27630	CMSEO	CN	Chang Zheng 2F	Y4	-	JQ	LC921	-	-	CALT	CN	OS	Wire
2002-061 	2002 Dec 29 1640:04	2002-061C	PP-H        	Shenzhou 4 Guidao Cang	Shenzhou 4 orbital module	S27634	CMSEO	CN	Chang Zheng 2F	Y4	-	JQ	LC921	-	-	CALT	CN	OS	Wire
2002-062 	2002 Dec 29 2316:40	2002-062A	P           	Nimiq 2	Nimiq 2	S27632	TCAN	CA	Proton-M/Briz-M	535-02/88504	-	GIK-5	LC81/24	-	-	ILSK	RU	OS	Wire
2003-001 	2003 Jan  6 1419	2003-001A	P           	Coriolis	STP P98-2	S27640	AFSMC	US	Titan II SLV	23G-4	-	VS	SLC4W	-	-	2SLS/AFSMC	US	OS	orbireport.com
2003-002 	2003 Jan 13 0045:00	2003-002A	P           	Icesat	EOS Laser ALT-1	S27642	GSFC	US	Delta 7320-10	D294	-	V	SLC2W	-	-	BLS	US	OS	spaceflightnow.com
2003-002 	2003 Jan 13 0045:00	2003-002B	P           	Chips	Chipsat	S27643	GSFC	US	Delta 7320-10	D294	-	V	SLC2W	-	-	BLS	US	OS	spaceflightnow.com
2003-003 	2003 Jan 16 1539:00	2003-003A	PH H-S      	Columbia (STS-107)	OV-102	S27647	JSC	US	Space Shuttle	STS-107	-	KSC	LC39A	-	-	JSC/MSFC	US	OS	Wire
2003-003 	2003 Jan 16 1539:00	2003-003	PPAH-S-     	Spacehab RDM	Spacehab RDM	A06788	SHAB	US	Space Shuttle	STS-107	-	KSC	LC39A	-	-	JSC/MSFC	US	OS	Wire
2003-003 	2003 Jan 16 1539:00	2003-003	PXAS-S-     	FREESTAR	MPESS HH?	A06789	JSC	US	Space Shuttle	STS-107	-	KSC	LC39A	-	-	JSC/MSFC	US	OS	Wire
2003-003 	2003 Jan 16 1539:00	2003-003	PXAH-S-     	EDO-14	EDO	A06791	JSC	US	Space Shuttle	STS-107	-	KSC	LC39A	-	-	JSC/MSFC	US	OS	Wire
2003-004 	2003 Jan 25 2013:35	2003-004A	P           	SORCE	SORCE	S27651	GSFC	US	Pegasus XL	F32	L-1011	CC	RW30/12	ETR	MFWA	OSC	US	OS	Wire
2003-005 	2003 Jan 29 1806:00	2003-005A	P           	GPS IIR-8	GPS SVN 56	S27663	AFSMC	US	Delta 7925-9.5	D295	-	CC	SLC17B	-	-	BLS	US	OS	spaceflightnow.com
2003-005 	2003 Jan 29 1806:00	2003-005B	P           	XSS-10	XSS-10	S27664	AFSMC	US	Delta 7925-9.5	D295	-	CC	SLC17B	-	-	BLS	US	OS	spaceflightnow.com
2003-006 	2003 Feb  2 1259:40	2003-006A	PP H-V      	Progress M-47	Progress 7K-TGM No. 247	S27681	RKKE	RU	Soyuz-U-PVB	E 15000-680	-	GIK-5	LC1	-	-	RAKA	RU	OS	www.energia.ru
2003-007 	2003 Feb 15 0700	2003-007A	P      G    	INTELSAT 907	INTELSAT 907	S27683	INTELD	US	Ariane 44L	V159 L4116	-	CSG	ELA2	-	-	AE	F	OS	Wire
2003-008 	2003 Mar 11 0059:00	2003-008A	P       c   	DSCS III A-3	DSCS III A-3	S27691	AFSMC/DISA	US	Delta 4M	D4-2/D296/IABS-10	-	CC	SLC37B	-	-	BLS	US	OS	Wire
2003-009 	2003 Mar 28 0127	2003-009A	P       C   	JSE kougaku-1 gouki	IGS Optical-1	S27698	CSICE	J	H-IIA 2024	H-IIA-5F	-	TNSC	Y	-	-	NASDA	J	OS	Wire
2003-009 	2003 Mar 28 0127	2003-009B	P       C   	JSE reda-1 gouki	IGS Radar-1	S27699	CSICE	J	H-IIA 2024	H-IIA-5F	-	TNSC	Y	-	-	NASDA	J	OS	Wire
2003-010 	2003 Mar 31 2209:01	2003-010A	P           	GPS IIR-9	GPS SVN 45	S27704	AFSMC	US	Delta 7925-9.5	D297	-	CC	SLC17A	-	-	BLS	US	OS	spaceflightnow.com
2003-011 	2003 Apr  2 0153:01	2003-011A	P           	Molniya-1T	Molniya-1T No. 101L	S27707	KVR	RU	Molniya 8K78M	78029  -684 041	-	GIK-1	LC16/2	-	-	KVR	RU	OS	NK0306-30
2003-012 	2003 Apr  8 1343:00	2003-012A	P ------c   	Milstar 6	Milstar DFS-6	S27711	AFSMC	US	Titan 401B/Centaur	4B-35/TC-23	-	CC	SLC40	-	-	3SLS/AFSMC	US	OS	Wire
2003-013 	2003 Apr  9 2252:19	2003-013A	P           	Insat 3A	Insat 3A	S27714	ISRO	IN	Ariane 5G	V160 (514)	-	CSG	ELA3	-	-	AE	F	OS	Wire
2003-013 	2003 Apr  9 2252:19	2003-013B	P      O    	Galaxy 12	Galaxy XII	S27715	PAN	US	Ariane 5G	V160 (514)	-	CSG	ELA3	-	-	AE	F	OS	Wire
2003-014 	2003 Apr 12 0047:01	2003-014A	P           	Asiasat 4	Asiasat 4	S27718	ASIA	HK	Atlas 3B	AC-205	-	CC	SLC36B	-	-	ILSL	US	OS	Wire
2003-015 	2003 Apr 24 0423:17	2003-015A	P           	Kosmos-2397	Oko-1 No. 7126	S27775	PVO	RU	Proton-K/DM-2	410-02	-	GIK-5	LC81/24	-	-	KHRU	RU	OS	NK0306-40
2003-016 	2003 Apr 26 0353:52	2003-016A	PH H-V      	Soyuz TMA-2	Soyuz 11F732 No. 212	S27781	RKKE	RU	Soyuz-FG	E 15000-006	-	GIK-5	LC1	-	-	RAKA	RU	OS	NK0306-02
2003-017 	2003 Apr 28 1159:57	2003-017A	P           	GALEX	GALEX	S27783	GSFC	US	Pegasus XL	F33	L-1011	CC	RW30/12	ETR	MFWA	OSC	US	OS	Wire
2003-018 	2003 May  8 1128	2003-018A	P           	GSAT-2	GSAT-2	S27807	ISRO	IN	GSLV Mk I	GSLV-D2	-	SHAR	FLP	-	-	ISRO	IN	OS	Wire
2003-019 	2003 May  9 0429:25	2003-019A	P   D       	Hayabusa	MUSES C	S27809	ISASS	J	M-V	M-V-5	-	KASC	M-V	-	-	ISAS	J	DS	Wire
2003-019 	2003 May  9 0429:25	2003-019	PX-RD--     	Minerva	Minerva Hopper Lander	A06997	ISASJ	J	M-V	M-V-5	-	KASC	M-V	-	-	ISAS	J	DS	Wire
2003-019 	2003 May  9 0429:25	2003-019	PX RD       	Hayabusa Return Capsule	MUSES-C RV	A07750	ISASJ	J	M-V	M-V-5	-	KASC	M-V	-	-	ISAS	J	DS	Wire
2003-020 	2003 May 13 2210:00	2003-020A	P           	Hellas Sat 2	Hellas Sat 2	S27811	HELSA	GR	Atlas V 401	AV-002	-	CC	SLC41	-	-	ILSL	US	OS	Wire
2003-021 	2003 May 24 1634:04	2003-021A	P      G    	Beidou DSW 3	Beidou-1 G3	S27813	CNSA	CN	Chang Zheng 3A	Y7	-	XSC	LC2	-	-	CALT	CN	OS	Wire
2003-022 	2003 Jun  2 1745:26	2003-022A	P   D       	Mars Express	Mars Express	S27816	ESA	I-ESA	Soyuz-FG	E 15000-005/1005	-	GIK-5	LC31	-	-	STSM	F	DS	Wire
2003-022 	2003 Jun  2 1745:26	2003-022	P   D       	Beagle 2	Beagle 2 Lander	A06833	ESA/BNSC	UK	Soyuz-FG	E 15000-005/1005	-	GIK-5	LC31	-	-	STSM	F	DS	Wire
2003-023 	2003 Jun  4 1923:52	2003-023A	P           	Kosmos-2398	Parus No. 202	S27818	VMFR	RU	Kosmos 11K65M	53721-705	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0308-28
2003-024 	2003 Jun  6 2215:15	2003-024A	P           	AMC 9	Americom 9	S27820	AMCS	US	Proton-K/Briz-M	410-01/88505	-	GIK-5	LC200/39	-	-	ILSK	RU	OS	NK0308-29
2003-025 	2003 Jun  8 1034:19	2003-025A	PP H-V      	Progress M1-10	Progress M1 No. 259	S27823	RKKE	RU	Soyuz-U-PVB	D 15000-681	-	GIK-5	LC1	-	-	RAKA	RU	OS	NK0309-05
2003-026 	2003 Jun 10 1355:59	2003-026A	P           	Thuraya 2	Thuraya 2	S27825	THUR	UAE	Zenit-3SL	SL16/DM-SL-18L	ODYSSEY	KLA	-	-	-	SEALP	US	OS	www.sea-launch.com
2003-027 	2003 Jun 10 1758:47	2003-027A	P  LD       	Spirit Rover	Mars Exploration Rover 2	S27827	JPL	US	Delta 7925-9.5	D298	-	CC	SLC17A	-	-	BLS	US	DS	spaceflightnow.com
2003-027 	2003 Jun 10 1758:47	2003-027	PX-SD--     	Columbia Memorial Station	MER-2 Lander	A06843	JPL	US	Delta 7925-9.5	D298	-	CC	SLC17A	-	-	BLS	US	DS	spaceflightnow.com
2003-028 	2003 Jun 11 2238:15	2003-028A	P           	BSAT-2c	BSAT-2c	S27830	BSAT	J	Ariane 5G	V161 (515)	-	CSG	ELA3	-	-	AE	F	OS	Wire
2003-028 	2003 Jun 11 2238:15	2003-028B	P           	Optus and Defense C1	Optus C1/D	S27831	OPTS	AU	Ariane 5G	V161 (515)	-	CSG	ELA3	-	-	AE	F	OS	Wire
2003-029 	2003 Jun 19 2000:35	2003-029A	P           	Molniya-3	Molniya-3 No. 65L	S27834	KVR/KS	RU	Molniya 8K78M	77082  -689 046	-	GIK-1	LC16/2	-	-	KVR	RU	OS	NK0308-37
2003-030 	2003 Jun 26 1853	2003-030A	P           	Orbview-3	Orbview-3	S27838	ORBI	US	Pegasus XL	F34	L-1011	V	RW30/12	WTR	PAWA	OSC	US	OS	Wire
2003-031 	2003 Jun 30 1415:26	2003-031B	P           	Mimosa	Mimosa	S27841	AUCZ	CZ	Rokot	511-1992-008P/72503	-	GIK-1	LC133/3	-	-	EUROK	RU	OS	NK0308-42
2003-031 	2003 Jun 30 1415:26	2003-031C	P           	DTUSat	DTUSat	S27842	DTU	DK	Rokot	511-1992-008P/72503	-	GIK-1	LC133/3	-	-	EUROK	RU	OS	NK0308-42
2003-031 	2003 Jun 30 1415:26	2003-031D	P           	MOST	MOST	S27843	CSA	CA	Rokot	511-1992-008P/72503	-	GIK-1	LC133/3	-	-	EUROK	RU	OS	NK0308-42
2003-031 	2003 Jun 30 1415:26	2003-031E	P           	Cubesat-OSCAR-55	Cute-I	S27844	TIT	J	Rokot	511-1992-008P/72503	-	GIK-1	LC133/3	-	-	EUROK	RU	OS	NK0308-42
2003-031 	2003 Jun 30 1415:26	2003-031F	P           	QuakeSat	QuakeSat	S27845	QUAFI	US	Rokot	511-1992-008P/72503	-	GIK-1	LC133/3	-	-	EUROK	RU	OS	NK0308-42
2003-031 	2003 Jun 30 1415:26	2003-031G	P           	AAU-Cubesat	AAU-Cubesat	S27846	AAU	DK	Rokot	511-1992-008P/72503	-	GIK-1	LC133/3	-	-	EUROK	RU	OS	NK0308-42
2003-031 	2003 Jun 30 1415:26	2003-031H	P           	Can X-1	Can X-1	S27847	UTIAS	CA	Rokot	511-1992-008P/72503	-	GIK-1	LC133/3	-	-	EUROK	RU	OS	NK0308-42
2003-031 	2003 Jun 30 1415:26	2003-031J	P           	Cubesat-OSCAR-57	XI-IV	S27848	TOK	J	Rokot	511-1992-008P/72503	-	GIK-1	LC133/3	-	-	EUROK	RU	OS	NK0308-42
2003-031 	2003 Jun 30 1415:26	2003-031A	P AD        	Monitor-E GVM	Monitor-E	A06809	KHRR	RU	Rokot	511-1992-008P/72503	-	GIK-1	LC133/3	-	-	EUROK	RU	OS	NK0308-42
2003-032 	2003 Jul  8 0318:15	2003-032A	P  LD       	Opportunity Rover	Mars Exploration Rover 1	S27849	JPL	US	Delta 7925H	D299	-	CC	SLC17B	-	-	BLS	US	DS	spaceflightnow.com
2003-032 	2003 Jul  8 0318:15	2003-032	PX-SD--     	Challenger Memorial Station	MER-1 Lander	A06846	JPL	US	Delta 7925H	D299	-	CC	SLC17B	-	-	BLS	US	DS	spaceflightnow.com
2003-033 	2003 Jul 17 2345:01	2003-033A	P           	Rainbow 1	Rainbow 1	S27852	RBOW	US	Atlas V 521	AV-003	-	CC	SLC41	-	-	ILSL	US	OS	Wire
2003-034 	2003 Aug  8 0330:55	2003-034A	P           	Echostar IX	Echostar 9	S27854	ECHO	US	Zenit-3SL	SL10/DM-SL-10L	ODYSSEY	KLA	-	-	-	SEALP	US	OS	NK0310-22
2003-035 	2003 Aug 12 1420:00	2003-035A	P           	Kosmos-2399	Don No. 7L	S27856	KVR	RU	Soyuz-U-PVB	77082  -575 081	-	GIK-5	LC31	-	-	KVR	RU	OS	NK0310-24
2003-035 	2003 Aug 12 1420:00	2003-035E	PX-R---     	Spuskaemaya Kapsula	-	S28086	KVR	RU	Soyuz-U-PVB	77082  -575 081	-	GIK-5	LC31	-	-	KVR	RU	OS	NK0310-24
2003-035 	2003 Aug 12 1420:00	2003-035	PX-RT--     	Spuskaemaya Kapsula	SpK-1	A06813	MORF	RU	Soyuz-U-PVB	77082  -575 081	-	GIK-5	LC31	-	-	KVR	RU	OS	NK0310-24
2003-035 	2003 Aug 12 1420:00	2003-035	PX-RT--     	Spuskaemaya Kapsula	SpK-2	A06815	MORF	RU	Soyuz-U-PVB	77082  -575 081	-	GIK-5	LC31	-	-	KVR	RU	OS	NK0310-24
2003-035 	2003 Aug 12 1420:00	2003-035	PX-RT--     	Spuskaemaya Kapsula	SpK-3	A06816	MORF	RU	Soyuz-U-PVB	77082  -575 081	-	GIK-5	LC31	-	-	KVR	RU	OS	NK0310-24
2003-035 	2003 Aug 12 1420:00	2003-035	PX-RT--     	Spuskaemaya Kapsula	SpK-4	A06821	MORF	RU	Soyuz-U-PVB	77082  -575 081	-	GIK-5	LC31	-	-	KVR	RU	OS	NK0310-24
2003-035 	2003 Aug 12 1420:00	2003-035	PX-RT--     	Spuskaemaya Kapsula	SpK-5	A06824	MORF	RU	Soyuz-U-PVB	77082  -575 081	-	GIK-5	LC31	-	-	KVR	RU	OS	NK0310-24
2003-035 	2003 Aug 12 1420:00	2003-035	PX-RT--     	Spuskaemaya Kapsula	SpK-6	A06827	MORF	RU	Soyuz-U-PVB	77082  -575 081	-	GIK-5	LC31	-	-	KVR	RU	OS	NK0310-24
2003-035 	2003 Aug 12 1420:00	2003-035	PXART--     	Spuskaemaya Kapsula	SpK	A06832	MORF	RU	Soyuz-U-PVB	77082  -575 081	-	GIK-5	LC31	-	-	KVR	RU	OS	NK0310-24
2003-036 	2003 Aug 13 0209:33	2003-036A	P           	SCISAT-1	SCISAT-1	S27858	CSA	CA	Pegasus XL	F35	L-1011	V	RW30/12	WTR	PAWA	OSC	US	OS	KSC-PR-69-03
2003-037 	2003 Aug 19 1050:45	2003-037A	P           	Kosmos-2400	Strela-3 No. 153L (453)	S27868	KVR	RU	Kosmos 11K65M	47179-804	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0310-29
2003-037 	2003 Aug 19 1050:45	2003-037B	P           	Kosmos-2401	Strela-3 No. 152L (452)	S27869	KVR	RU	Kosmos 11K65M	47179-804	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0310-29
2003-038 	2003 Aug 25 0535:39	2003-038A	P   D       	Spitzer Space Telescope	SIRTF	S27871	JPL	US	Delta 7920H	D300	-	CC	SLC17B	-	-	BLS	US	DS	spaceflightnow.com
2003-039 	2003 Aug 29 0147:59	2003-039A	PP H-V      	Progress M-48	Progress 7K-TGM No. 248	S27873	RKKE	RU	Soyuz-U-PVB	D 15000-682	-	GIK-5	LC1	-	-	RAKA	RU	OS	NK0310-08
2003-040 	2003 Aug 29 2313:00	2003-040A	P ------c   	DSCS III B-6	DSCS III B-6	S27875	AFSMC/DISA	US	Delta 4M	D4-3/D301/IABS-7	-	CC	SLC37B	-	-	BLS	US	OS	Wire
2003-041 	2003 Sep  9 0429:00	2003-041A	P ------C   	USA 171	ORION 5	S27937	NROC	US	Titan 401B/Centaur	4B-36/TC-20	-	CC	SLC40	-	-	3SLS/AFSMC	US	OS	Wire
2003-U01  	2003 Sep 16 1030?	2003-U01	PX--O--     	Hangtian Tsinghua 1-02	KT-1PS2	A08285	HTSTL	CN	KT-1	-	-	TYSC	-	-	-	PLA2AC	CN	OF	ChenLan
2003-042 	2003 Sep 27 0611:44	2003-042A	P           	Mozhaets-4	Mozhaets-4 No. 208	S27939	MOZHA	RU	Kosmos 11K65M	65052-103	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0311-36
2003-042 	2003 Sep 27 0611:44	2003-042C	P           	NigeriaSat-1	DMC NigeriaSat-1	S27941	NSRDA	NG	Kosmos 11K65M	65052-103	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0311-36
2003-042 	2003 Sep 27 0611:44	2003-042D	P           	UK-DMC	DMC BNSCSat-1	S27942	BNSC	UK	Kosmos 11K65M	65052-103	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0311-36
2003-042 	2003 Sep 27 0611:44	2003-042E	P           	BILSAT-1	DMC BILSAT-1	S27943	TUBTK	TR	Kosmos 11K65M	65052-103	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0311-36
2003-042 	2003 Sep 27 0611:44	2003-042F	P           	Larets	Larets No. 313	S27944	NIIKP	RU	Kosmos 11K65M	65052-103	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0311-36
2003-042 	2003 Sep 27 0611:44	2003-042G	P           	STSat-1	KAISTSAT-4	S27945	KAIST/KARI	KR	Kosmos 11K65M	65052-103	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0311-36
2003-042 	2003 Sep 27 0611:44	2003-042B	PXA---U     	Rubin-4-DSI	Rubin-4-DSI	A06817	OHB/POL	D	Kosmos 11K65M	65052-103	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0311-36
2003-043 	2003 Sep 27 2314:46	2003-043A	P           	Eurobird 3	e-Bird	S27948	EUTSA	F	Ariane 5G	V162 (516)	-	CSG	ELA3	-	-	AE	F	DS	Wire
2003-043 	2003 Sep 27 2314:46	2003-043C	P   D       	SMART-1	SMART-1	S27949	ESA	I-ESA	Ariane 5G	V162 (516)	-	CSG	ELA3	-	-	AE	F	DS	Wire
